what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297519638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369297521546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369297571990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297576871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297646000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369297679452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369297686321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297692700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297752112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297766415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369297929023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369298031907
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369298045675
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369298051302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369298055201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369298068077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369298071366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369298402232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369298411805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369298416384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369298420481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369299189421
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369299212120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369299212263
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369299212287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369299226500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369300864274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369300866887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369301588703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369301589718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369302090919
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302095658
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302095704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369302095721
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302099995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302100036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369302100053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302103220
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369302103237
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369302117239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302172191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302186872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302194286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369302197930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369302223953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302269981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302317268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302341329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302353980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369302369889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369302380812
