what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090612141
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090622317
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090642840
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090642871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090642889
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090645594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090673798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090811423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090892852
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090893271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090893296
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090911722
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090911763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090911785
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090916183
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090916214
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090916231
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371090924026
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1371090924096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090924117
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371090934516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371090934547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090949006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090962470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090964214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371090983783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091010831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091229686
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371091238721
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371091238764
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371091238785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091246880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091250116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091251518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091346908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091348251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091349517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091349578
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371091351855
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1371091352731
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1371091352759
