what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369185214625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185214652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185222487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369185223487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185223500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185231248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369185232347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185232360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185238446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185242054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185255622
error,log,,,"Part already exists in page layout: org.eclipse.ui.cheatsheets.views.CheatSheetView.",1369185273661
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1369185273776
activated,perspective,org.apache.hadoop.eclipse,0.18,"org.apache.hadoop.eclipse.Perspective",1369185273878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185274048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185285077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185286999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185289621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185530547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369185666113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369186092414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369186093027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369186364870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369186368050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369189542712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369189543370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369189919849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369189920640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369190390681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369190391525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369190993442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369190994879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369199982246
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369199987908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369199987924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369202189054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369202191173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369202203815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369202204414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369205311390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369205313893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369205770912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369205773612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369205784528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369205799943
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205800328
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205800582
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369205856186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205870684
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369205890238
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205908919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369205914783
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205920540
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205926670
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205931652
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369205937529
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205939258
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205939354
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369205939372
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369205942874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369205964662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369205982438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206004066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206034102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206046874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206049294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206056959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206102130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206130071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206155003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206176941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206185276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206215117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206215421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206216792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206235427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206252476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206252866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369206257621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206263517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206263702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206283917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206309538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1369206371506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369206377149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206441074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206441328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206447456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369206447729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206488813
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1369206515568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369206515623
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1369206517111
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1369206517145
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1369206524616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206526421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206540794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206566470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1369206664808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206668938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206735208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206759881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206765172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369206818030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369206912731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207052920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207603688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1369207667263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1369207706647
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1369207722665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1369207723705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207769847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207791888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369207836759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369207859032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207870799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207871025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207875439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369207875628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369207884918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369207908812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207917077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207927710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207948531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369207963053
