what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371634221518
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371634224301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634227410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634230788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634236977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634250740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634257018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634261002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371634271744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371634276139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371634278052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371634286374
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371634291503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634296857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634300281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371634301503
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1371634318421
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371634322263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634322676
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1371634326138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634326202
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1371634358526
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1371634358557
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1371634375865
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1371634377930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371634377956
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1371634381006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371634390895
