what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437579324
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371437582855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437595239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437624871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371437627834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437634397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1371437639167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1371437639167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437639187
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1371437640945
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1371437640960
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1371437641048
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1371437641056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437643176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1371437646789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1371437646789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437646806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437650200
started,bundle,org.eclipse.jst.ejb.ui,1.1.601.v201201261600,"org.eclipse.jst.ejb.ui",1371437659389
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1371437659390
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1371437659459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1371437670156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1371437670156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437670178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371437675689
